claim,label,language,translated_claim,output,final_answer,correct,inconclusive
राहुल गांधी ने देश छोड़ कर लंदन में बस जाने और अपने बच्चों को अमेरिका में पढ़ाने की बात कही.,mostly false,hi,Rahul Gandhi mentioned leaving the country to settle in London and educating his children in America.,Final Answer: False,false,False,False
पाकिस्तान में गृह युद्ध छिड़ गया है. पाकिस्तानी सेना और कराची पुलिस के बीच फायरिंग शुरू हो गई है.,mostly false,hi,'A civil war has broken out in Pakistan. Firing has started between the Pakistani army and the Karachi police.',Final Answer: False,false,False,False
ਟਿਕਟਾਕ ਦੇ ਫਾਊਂਡਰ ਯਹਾਂਗ ਯਿਮਿੰਗ ਨੇ ਕਿਹਾ ਕਿ ਉਨ੍ਹਾਂ ਨੇ ਟਿਕਟਾਕ ਵਿਹਲੇ ਅਤੇ ਬੇਰੁਜ਼ਗਾਰ ਲੋਕਾਂ ਦੇ ਲਈ ਬਣਾਈ ਸੀ ਪਰ ਉਨ੍ਹਾਂ ਨੂੰ ਨਹੀਂ ਪਤਾ ਸੀ ਕਿ ਭਾਰਤ ਵਿੱਚ ਇਸ ਤਰ੍ਹਾਂ ਦੇ ਲੋਕ ਸਭ ਤੋਂ ਵੱਧ ਹੋਣਗੇ।,false,pa,"'TikTok's founder Yang Yiming said that he created TikTok for the unemployed and idle people, but he did not know that there would be the most such people in India.'",Final Answer: False,false,True,False
ਵੀਡੀਓ ਦੇ ਨਾਲ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਨਾਗਪੁਰ ਦੇ ਸਰਕਾਰੀ ਮੈਡੀਕਲ ਕਾਲਜ ਦੇ ਵਿੱਚ ਡਾਕਟਰਾਂ ਨੇ ਜਿਉਂਦੇ ਵਿਅਕਤੀ ਦਾ ਪੋਸਟਮਾਰਟਮ ਕਰਕੇ ਕਿਡਨੀਆਂ ਕੱਢ ਲਈਆਂ।,half true,pa,'The video claims that doctors at the Government Medical College in Nagpur performed an autopsy on a living person and removed their kidneys.',Final Answer: False,false,False,False
"કોરોના એક વાયરસ નથી પરંતુ બેક્ટેરિયા છે, જેનો ઈલાજ ખુબજ સરળ છે.",false,gu,"'Corona is not a virus but a bacteria, which is very easy to treat.'",Final Answer: False,false,True,False
"ভিডিওতে দেখা যাচ্ছে, করোনা থেকে মুক্তি পেতে আজমের শরীফের দরগায় পুলিশের একটি দল গিয়ে প্রার্থনা করে",mostly false,bn,'The video shows a team of police going to the Ajmer Sharif Dargah to pray for relief from the coronavirus.',Final Answer: True,true,False,False
"ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਵੀਡੀਓ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਵਿੱਚ ਕੁਝ ਵਿਅਕਤੀਆਂ ਜਿਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਗਲੇ ਦੇ ਵਿੱਚ ਭਾਰਤੀ ਜਨਤਾ ਪਾਰਟੀ(ਭਾਜਪਾ) ਦਾ ਪੱਟਾ ਪਹਿਨਿਆ ਹੋਇਆ ਹੈ, ਉਨ੍ਹਾਂ ਨੂੰ ਨੱਚਦੇ ਹੋਏ ਦੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ।ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਰਾਸ਼ਟਰਪਤੀ ਵਲੋਂ ਬਿੱਲ ਪਾਸ ਕਰਨ ਤੇ ਭਾਜਪਾਈਆਂ ਨੇ ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਭੰਗੜਾ ਪਾ ਕੇ ਜਸ਼ਨ ਮਨਾਇਆ ਅਤੇ ਲੱਡੂ ਵੰਡੇ।",half true,pa,"'A video is going viral on social media in which some individuals wearing the Indian National Congress (BJP) badge can be seen dancing. It is being claimed that after the bill was passed by the President, BJP members celebrated by dancing Bhangra in Amritsar and distributed sweets.'",Final Answer: False,false,False,False
ভিডিওটি নিউজিল্যান্ডের করোনা ওয়ার্ড বন্ধ করে দেওয়ার,mostly false,bn,'The video is about the closure of New Zealand's COVID ward.',Final Answer: True,true,False,False
একটি ফেসবুক পেজ গঙ্গার ঘাটের দুটি ছবি পোস্ট করেছে প্রিয়াঙ্কা গান্ধীর সঙ্গে। একটি ছবিকে বলা হয়েছে 'কংগ্রেস আমলে গঙ্গা' আরেকটিকে 'মোদী আমলে গঙ্গা'।,false,bn,'A Facebook page has posted two pictures of the Ganges with Priyanka Gandhi. One picture is labeled 'Ganges during Congress rule' and the other 'Ganges during Modi's rule'.',Final Answer: Half True,half true,False,False
दिल्ली में सांप्रदायिक नारा लगाते मुस्लिमों का वीडियो.,mostly false,hi,'A video of Muslims raising communal slogans in Delhi.',Final Answer: Half True,half true,False,False
गाना गाती हुई एक बच्ची के वीडियो के साथ कहा जा रहा है कि यह बेरूत धमाके में जान गंवाने वाली अलेग्जेंड्रा नाजार है.,half true,hi,"A video of a girl singing is being claimed to be Alexandra Nazar, who lost her life in the Beirut blast.",Final Answer: False,false,False,False
भूटान ने असम में भारतीय किसानों को सिंचाई के लिए पानी देना बंद कर दिया है.,mostly false,hi,Bhutan has stopped providing water for irrigation to Indian farmers in Assam.,Final Answer: False,false,False,False
इटली में कोरोना वायरस के चलते मरने वाले डॉक्टरों और नर्सों की तस्वीर.,half true,hi,'A picture of doctors and nurses who died due to the coronavirus in Italy.',Final Answer: True,true,False,False
आमिर खानचा सहकलाकार जावेद हैदरवर बेरोजगारीमुळे लाॅकडाऊनमध्ये भाजी विकण्याची वेळ आली आहे.,half true,mr,'Aamir Khan's co-actor Javed Haider has had to sell vegetables during the lockdown due to unemployment.',Final Answer: True,true,False,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਤਸਵੀਰ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਵਿੱਚ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਸੁੰਨੀ ਵਕਫ ਬੋਰਡ ਨੇ ਅਯੋਧਿਆ ਵਿੱਚ ਮਿਲੀ ਪੰਜ ਏਕੜ ਜ਼ਮੀਨ ਦੇ ਉੱਤੇ ਬਾਬਰੀ ਹਸਪਤਾਲ ਬਣਾਉਣ ਦਾ ਫੈਸਲਾ ਕੀਤਾ ਹੈ ਅਤੇ ਇਹ ਤਸਵੀਰ ਉਸ ਹਸਪਤਾਲ ਦਾ ਡਿਜ਼ਾਈਨ ਹੈ।,false,pa,"'A picture is going viral on social media claiming that the Sunni Waqf Board has decided to build a Babri Hospital on the five acres of land found in Ayodhya, and this picture is the design of that hospital.'",Final Answer: False,false,True,False
जम्मू-कश्मीर पर वायरल हो रहा बयान पूर्व प्रधानमंत्री डॉ. मनमोहन सिंह का है.,mostly false,hi,The statement going viral about Jammu and Kashmir is by former Prime Minister Dr. Manmohan Singh.,Final Answer: False,false,False,False
एक महिला ने केजरीवाल के उपर फेंका गंदा पानी.,mostly false,hi,'A woman threw dirty water on Kejriwal.',Final Answer: True,true,False,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਪੰਜਾਬੀ ਨਿਊਜ਼ ਚੈਨਲ ਲਿਵਿੰਗ ਇੰਡੀਆ ਦਾ ਬੁਲੇਟਿਨ ਖੂਬ ਵਾਇਰਲ ਹੋ ਰਿਹਾ ਹੈ ਜਿਸ ਵਿੱਚ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਪੰਜਾਬ ਵਿੱਚ 1 ਸਤੰਬਰ ਤੋਂ 30 ਸਤੰਬਰ ਤੱਕ ਮੁੜ ਤੋਂ ਲੋਕਡਾਊਨ ਲੱਗਣ ਜਾ ਰਿਹਾ ਹੈ।,false,pa,"'The bulletin of the Punjabi news channel Living India is going viral on social media, claiming that a lockdown will be reimposed in Punjab from September 1 to September 30.'",Final Answer: False,false,True,False
अमिताभ बच्चनने कोरोनामुक्त झाल्यानंतर हाजी अली दर्ग्यात जाऊन चादर चढविली,half true,mr,'Amitabh Bachchan visited the Haji Ali Dargah and offered a chadar after recovering from COVID-19.',Final Answer: True,true,False,False
